,rec,lig,pocket_change,backbone_change
1140,3D4Q,4FK3,1.955814565349969,1.1286207764979597
1141,5CT7,3PRI,4.265630183513334,4.039624821688273
1142,5CT7,3TV4,4.115626977673613,2.9694213240966696
1143,5CT7,4PP7,4.465677481392503,3.0235626186819604
1144,3PSB,3D4Q,0.6910786183325442,0.3401067847015127
1145,4JVG,4EHG,4.384588162983424,2.9020722423812972
1146,4JVG,4G9C,0.735234826433024,0.38246568473524656
1147,4JVG,4DBN,0.9038662801693538,0.5677458803156429
1148,2FB8,3PRI,0.822721146159104,0.4811517432162129
1149,2FB8,3PPK,0.5553156522953502,0.2829608756398252
1150,2FB8,4DBN,3.1142531482737312,2.6945435606053953
1151,2FB8,4XV3,1.92552269527004,1.452031766181443
1152,3PSD,4EHG,1.9495448304609495,1.1226567110693702
1153,3IDP,3PRI,4.765015591391796,4.232865267758946
1154,3IDP,4G9R,0.6223547975037254,0.3224468948524707
1155,3IDP,6B8U,0.5954406642272463,0.4012053268411491
1156,3Q96,2FB8,4.794101169065039,3.31571186424072
1157,5CSW,3IDP,3.0753422005502795,2.108710159899064
1158,5CSW,3Q4C,0.9501077131918612,0.8195126600608441
1159,5CSW,4H58,1.2589219862912746,1.025098044091393
1160,4KSP,3PRF,4.454885571932953,3.3455768881144756
1161,4KSP,4EHE,4.316924823883889,3.2396012443234787
1162,4KSP,4EHG,4.263447123173105,2.9091078294962482
1163,5HIE,6B8U,4.097590320847119,2.9532021724610344
1164,5ITA,3PRF,1.0109947717824403,0.45099904972975646
1165,5ITA,4G9R,3.7458209158118247,3.7054068602516517
1166,5ITA,4MNF,0.8778686613991107,0.43350470970144284
1167,5VAL,4KSP,1.0686828946941016,0.5731134268188087
1168,5VAL,4PP7,4.77582486561838,3.234857956696088
1169,3PRI,4CQE,2.0162601903455846,2.0533128191615924
1170,3PRI,3PSB,1.053976510987928,0.8307434923007223
1171,3PRI,5ITA,1.9051753047581905,1.6714329181872651
1172,4XV2,4JVG,3.58357126895539,2.4651324508025945
1173,1UWH,3SKC,4.368620207057774,3.0451793780407157
1174,1UWH,4XV9,1.3918429293566135,0.8981555173428091
1175,5HID,4EHE,4.046406076079133,3.11824313071034
1176,5HID,5C9C,1.0098595184771115,0.46741373535658903
1177,5HID,4FC0,0.6026273681952715,0.4634262796461441
1178,5HID,5FD2,3.9970198273213495,2.9339649096247014
1179,5HID,4MNF,4.007851060309205,3.0919588855610614
1180,5HID,3TV6,4.2489084395537215,3.146868531660571
1181,3SKC,3Q4C,1.0799168589397155,0.560122129539624
1182,3BL1,5JG3,0.3330354653968872,0.21307242229546533
1183,3SAP,1BNW,0.3260476916376224,0.26147083967433155
1184,3DCS,5JN3,0.17846668981913688,0.15111963094562833
1185,3EFT,5JN3,0.1828744277859214,0.16539535966888538
1186,3MHC,3P3J,0.18531738850620205,0.12426124553881282
1187,3MHC,5E2S,0.10383102789119057,0.08274559404181793
1188,5FNM,4E3F,0.21132227390475375,0.1954891301325981
1189,5EH7,3P3J,0.14684000038915052,0.11393912848534515
1190,3KNE,1BN3,0.29466370017790056,0.22381440724155552
1191,1A42,1KWR,0.28429603460850034,0.20561401946365432
1192,1A42,2POV,0.49628355728431006,0.2430311194065484
1193,5EH5,1XQ0,0.26542511960560006,0.17395242005917722
1194,5EH5,4RFC,0.1340503636697789,0.07217917520541021
1195,4Q07,4QJM,0.4569397139381881,0.3324043722135236
1196,3S72,5G03,0.17833606877089553,0.13720706169063498
1197,5FLS,4CQ0,0.6741067464878077,0.1446029045351444
1198,3M2Y,2Q1Q,0.4736102534058437,0.12095099361784045
1199,4Q6D,4YWP,0.4638783964215909,0.4358619812127075
1200,5AMG,3D9Z,0.1953691207262122,0.11549350631096121
1201,5AMG,3RZ8,0.20482970084732907,0.11522214568885109
1202,5AMG,1IF6,0.29268789534525114,0.23250483865932803
1203,4MO8,1IF6,0.2941100377166925,0.22817400158650872
1204,3DAZ,4QIY,1.07823718218796,0.22441459197411612
1205,3DAZ,3HKU,0.44747519348058595,0.2480467697834425
1206,5TY1,5N0D,0.20071598312628955,0.15044858848715661
1207,4ZWY,5DRS,0.41971299717783334,0.17117956783578
1208,5JG3,1I9P,0.4512564252667631,0.3413427407557786
1209,3CA2,1ZSB,0.32011258795229713,0.12571737009203285
1210,4R5A,2FOS,0.16183871363418956,0.10559434959630454
1211,4Q83,4FU5,0.27121422447127574,0.14577859925242778
1212,5EHV,4QSI,0.18139626584678611,0.12007173781628297
1213,5EHV,1BNQ,0.32221418213149267,0.2469842100216127
1214,2Q1B,4RFD,0.5164576272737493,0.11058405551133216
1215,5JGS,2POW,0.5363819716107417,0.19131327510334775
1216,5JGS,4QIY,0.7350249802006645,0.2434129045577972
1217,3M04,3F4X,0.2274803027420027,0.1393659109784639
1218,4QSA,4JSA,0.3169949325053044,0.3180374715868138
1219,3L14,1CIN,0.5382740292411994,0.29510061843378127
1220,3M40,1IF8,0.38722966607133064,0.3410141126111938
1221,3M40,1BNT,0.35718445670425136,0.3057809673606259
1222,4Q06,4E3F,0.2869033855352337,0.21751965428438888
1223,4Q8X,3P5L,0.21439006982791053,0.13340164916521846
1224,3S71,4Z1N,0.17328962773913284,0.12688127183653722
1225,4KNJ,3HKU,0.47891398199524055,0.28832746534578924
1226,3RZ7,1I90,0.3141113258066317,0.25485333472847077
1227,5SZ0,4FVO,0.11479659217832892,0.09925724154942048
1228,4BF1,4ZWY,0.1362057653930838,0.10576577896465382
1229,2H15,4KAP,0.6084921762614771,0.18396433078181204
1230,1G4O,3KWA,0.3232908010274734,0.32707606149029017
1231,4M2W,1OKN,0.311167521104752,0.23205107196477243
1232,2WD2,1BNM,0.4107847310186872,0.3803173486895986
1233,3IBI,4E3F,0.3024704032258134,0.22633492881126374
1234,4FVN,5MJN,0.13677881577365855,0.11102445033157618
1235,3V2M,4HT0,0.1362956538674579,0.12063393160527207
1236,3BL0,4KAP,0.5873682831069447,0.22745988657343527
1237,4RIV,4R5A,0.8991905687333929,0.18488374725756718
1238,4RIV,3T85,1.0420086586857709,0.293556212674847
1239,5EH8,2FOV,0.9318729176316827,0.21693065502807365
1240,5EH8,4PXX,0.28097400037884096,0.1509238218440017
1241,1Z9Y,3DD8,0.4926893679929917,0.2080891902793394
1242,3RYX,1CIM,0.25611347311516264,0.18084765688280316
1243,4Z0Q,3HKQ,0.9708737902872168,0.1423942590134869
1244,2POW,4Q8Y,0.5525563399074611,0.17013607998977057
1245,5DOH,3KIG,0.14841987844443322,0.11013433355939202
1246,5TY9,5MJN,0.15941225381590565,0.13880345817017697
1247,5TY9,1XQ0,0.5952058665112532,0.17411362828783838
1248,3HKT,3KIG,0.17986016945270447,0.13387073989487053
1249,5VGY,5EH7,0.3448558419457875,0.09137286249209879
1250,4JSZ,3RYX,0.37910302029923215,0.28879800157599034
1251,3DCC,3IBU,0.162416953138109,0.13168750889890818
1252,3HFP,3EFT,0.1735573589991076,0.10926878175703564
1253,5U0F,4ZX1,0.3935661157925057,0.2955948240412879
1254,5U0F,1G53,0.28603888347066175,0.24035806622620365
1255,1TTM,2EU2,0.23453697736177986,0.16949631264425807
1256,3RZ1,5AMG,0.18077548229779383,0.08594636570430272
1257,3P58,2POU,0.8618877749367175,0.3599831786193473
1258,1IF6,5U0F,0.23692723106581234,0.15562856421621246
1259,5JEP,3D9Z,0.24685484456602078,0.19922683888807097
1260,5JEP,1BNN,0.5259608486244145,0.4011879680577245
1261,4ZWI,3OIL,0.8171560056072524,0.2763653708079546
1262,2X7T,1CIM,0.7612404455052398,0.3673919666280923
1263,5GMN,1ZH9,0.20126766360693196,0.20058788597520036
1264,3NJ9,3QYK,1.0980952840594314,0.3173296568414482
1265,5AMD,4M2R,0.8078392282812219,0.11182620444242926
1266,5AMD,1IF7,0.25711420889929515,0.2094534554501312
1267,1ZSB,4FVN,0.14645260456753692,0.0859302042357631
1268,5N0E,4KNI,0.226758285405407,0.09789088313014657
1269,4CQ0,2EZ7,1.3002547145004493,0.48981084784502976
1270,5LLE,3P3J,0.22485961865409684,0.19989135938192928
1271,3K2F,4Q83,0.3125710081487647,0.20173497465734622
1272,3K2F,3HLJ,0.9104058497839055,0.5027438048681792
1273,5FLO,1I9P,0.42893584601895873,0.4125204237368133
1274,1G54,5FNK,0.13379835574475502,0.1036572878930048
1275,5DOG,5FNI,0.3763936733905354,0.3233185348847172
1276,4FVO,4ZWZ,0.28083931425302194,0.25351438904832463
1277,3T5Z,1I90,0.6662081756728399,0.30063557673701835
1278,3T5Z,1OKM,0.651584235439299,0.23078623380584382
1279,2C2M,1RHJ,0.577617186063887,0.2617778956800335
1280,2C2M,1RE1,0.34083074978645905,0.30919961190143785
1281,2C2M,2XYG,0.6722021788351835,0.23770149347448433
1282,2C2M,2CNO,0.27901051354145523,0.2535113409691941
1283,2C2M,1RHM,0.3758271544207527,0.3604466673448384
1284,2C2M,3GJR,0.37152032245894684,0.26850884529191915
1285,2CNK,1RHJ,0.6026963844409408,0.27618110000505036
1286,2CNK,2CNO,0.3543846779983588,0.3254152902232946
1287,2CNK,3KJF,0.18046474724998202,0.1343971725893072
1288,2CNK,2XYP,0.2814380165202586,0.1675925117658906
1289,2CNK,3GJR,0.3596447900359463,0.2742229020340932
1290,1RHQ,2XYG,1.2464064688994057,0.5752366469549726
1291,1RHQ,1RHM,0.645154464146917,0.32586960582416935
1292,1RHQ,1RHU,0.6438899146765871,0.3365549732213169
1293,1RHQ,3KJF,0.6665764772327335,0.505254193451177
1294,1RHQ,2XYP,1.1506300510093221,0.4390173117315516
1295,1RHQ,1RHR,0.8936702545175845,0.4599175650773375
1296,1RHM,2XYG,1.167212430169786,0.6111305916087
1297,1RHM,3GJR,0.35197656171966923,0.3354470897175898
1298,1RHJ,2XYG,1.1947563210406829,0.6879857072158813
1299,1RHJ,1RHU,0.3978411883039652,0.3320933603672325
1300,1RHJ,1GFW,0.4551930908965988,0.3400254892406359
1301,1RHJ,2XYP,1.3636324913364937,0.6096706077875167
1302,2CDR,1RHJ,0.5956360809328892,0.2542128373364859
1303,2CDR,2CNO,0.3330538559568742,0.264357239356142
1304,2CDR,1RHM,0.335082042192655,0.3051478330252424
1305,2CDR,1RHU,0.6613769978864802,0.29236107812087553
1306,2CDR,1GFW,0.3778031233327746,0.38040307569734444
1307,2XYP,1RHJ,0.5936713775696564,0.3531411426988736
1308,2XYP,1GFW,0.4656966824017528,0.46694753452609566
1309,2XYP,3KJF,0.2982543377723113,0.16207405714672576
1310,1GFW,1RE1,0.41097896038891535,0.3333699146593761
1311,1GFW,2XYG,1.3276626077433975,0.34281744413025456
1312,1GFW,2CNO,0.6144066017078771,0.5120183590458447
1313,1GFW,3KJF,0.5573930614925159,0.4313703745043234
1314,1GFW,1RHR,0.771809895444391,0.6196765285211319
1315,1GFW,3GJR,0.5473236348727529,0.1720891241963485
1316,2C2K,1RE1,0.2941078883675171,0.26235243471330477
1317,2C2K,1RHM,0.34790990212984807,0.31342590831008205
1318,2C2K,1RHR,0.9322590538022284,0.684175207301255
1319,2C2K,3GJR,0.33641440218872937,0.24570103784884378
1320,1RE1,1RHJ,0.7432557677970859,0.41656932196214325
1321,1RE1,1RHU,0.5625549454645881,0.3251802577033228
1322,1RE1,1GFW,0.542932454362419,0.5231984964300509
1323,1RE1,1RHQ,0.9203757621092923,0.47980134778190486
1324,1RE1,3KJF,0.26636769699045754,0.29097181994138116
1325,1RHR,2XYG,1.2707517572568716,0.5472067251048741
1326,1RHR,1RHM,0.8088933100828399,0.7592945739303053
1327,1RHR,1RHQ,0.5540073141815611,0.42077951471049546
1328,1RHR,2XYP,1.4454337361893432,0.8416423230802978
1329,2XYG,1GFW,0.3770238719232503,0.3380320497625431
1330,3GJR,1RHM,0.3501336887533104,0.3116112963292573
1331,3GJR,1RHQ,0.6920601255608538,0.41041665820642936
1332,3GJR,2XYP,0.6556379009353088,0.5190628093015334
1333,3GJR,1RHR,0.9499725354881674,0.6632348754400675
1334,1RHU,1RE1,0.34966945105341996,0.2951948509036027
1335,1RHU,1GFW,0.6042892385860994,0.2848642951769609
1336,1RHU,1RHR,0.6662637854620209,0.4286060253892828
1337,2CNN,2XYG,0.7276260122043215,0.5159428262898915
1338,2CNN,2XYP,0.3855733393272931,0.28061396971640457
1339,2CNN,1RHR,0.921952552702124,0.6652780299565436
1340,2CNO,1RHJ,0.5860292228208417,0.33446848381673644
1341,2CNO,1RHM,0.25198908706529377,0.21895981366451953
1342,2CNO,1RHQ,0.7052982605704032,0.4197798742878749
1343,2CNO,2XYP,0.28141398076753066,0.16826942681307186
1344,2CNO,1RHR,0.6822556993427855,0.2625418061947472
1345,2CNO,3GJR,0.27671745517765955,0.19385819559667794
1346,3KJF,1RHJ,0.26736673583034065,0.29368214109816093
1347,3KJF,1RHU,0.5558291703992034,0.26581459704086996
1348,3KJF,3GJR,0.3138414408582779,0.24289009860428562
1349,2CNL,2XYG,0.6116728366462811,0.36476887659631146
1350,2CNL,3KJF,0.19262113072038542,0.124905564327615
1351,2CNL,2XYP,0.2757183474904365,0.182497945193912
1352,2CNL,3GJR,0.3326530474834102,0.24068527167236417
1353,2C1E,1GFW,0.42821104609759836,0.37890500128660015
1354,2C1E,1RHQ,0.7280957313014507,0.5148842102842165
1355,2C1E,2XYP,0.3160087589202012,0.22937796319611867
1356,2C1E,1RHR,0.9638890662703209,0.7048176055852033
1357,2C2O,1RE1,0.3121208499924348,0.2657619235330738
1358,2C2O,2XYG,0.7207670342399537,0.49824712743778155
1359,2C2O,2CNO,0.30518243426157127,0.28046172248236884
1360,2C2O,1RHM,0.34385131234299604,0.2782718095675536
1361,2C2O,1GFW,0.3604148998029901,0.3789175372030151
1362,2C2O,1RHQ,0.895835887593258,0.6420239870908268
1363,2C2O,2XYP,0.334873003646798,0.20664341267022981
1364,2C2O,1RHR,0.9302047857306617,0.6874245932671988
1365,2C2O,3GJR,0.34000033088219206,0.2367749986801809
1366,1PYE,3EZR,1.4241142311747128,0.7000905298602462
1367,3R8V,1B38,1.1901561575042507,0.9800835241374656
1368,1PXJ,3EOC,2.0443802109217626,1.8007828348198516
1369,3R8M,2FVD,1.471509662310958,0.9308103548342519
1370,3BHU,3QL8,1.191976929306939,0.6822897722620009
1371,3BHU,2C5V,1.8298124910977407,0.7075052842719457
1372,2VTJ,2A0C,0.8218631047583062,0.3866032732777757
1373,1H0W,1GII,1.433510588053191,0.6492155843785642
1374,2BTR,3R1Y,0.9352765269256906,0.29728227326902545
1375,2BTR,2BKZ,2.0454892956736774,1.8460161679431986
1376,5ANE,3IG7,1.311299502770024,0.5430007892654101
1377,5A14,3RK5,4.802909744331568,3.1681013557018662
1378,3BHT,1DI8,4.834000833218335,3.0806146505202485
1379,1DI8,2UZN,1.1497738526687333,0.4994066479333253
1380,1DI8,3QXP,0.859872334961669,0.6104215301285209
1381,3QZF,5ANE,1.0487720895567987,0.8152646809472366
1382,4EOR,5JQ8,1.7804417490942543,1.5520448769284996
1383,3LFQ,3RPV,1.180598317902958,0.6406446753076152
1384,5ANK,5JQ8,1.1257606553336927,0.6299884919583849
1385,5ANK,2C68,0.9932708014723232,0.6921479741946938
1386,2BPM,1V1K,2.6925661768407227,2.3153095095472653
1387,3QQG,2R3L,0.8469713748432833,0.27150506440948774
1388,4FKI,4D1Z,1.4770663880659187,0.7003038626196503
1389,3RZB,3NS9,1.5162593606365464,1.2614897542191927
1390,1P5E,5JQ5,1.2633782383636074,0.8381305387587301
1391,1H1S,3R9O,2.8053160014380785,2.148153804835857
1392,3QQJ,3IG7,1.2432235605186106,0.9673374282017619
1393,3DDQ,3NS9,1.2294626131254138,0.8944962269344691
1394,3QTU,2C68,1.2986466737851883,0.9678844843265129
1395,3QTU,3BHV,2.3931030397227278,2.398456170122773
1396,2C5N,2VTJ,1.8322946719089384,0.680384082706231
1397,3R8U,3IG7,1.3632907219638046,0.787148107319799
1398,3QTZ,4CFW,2.4203671455065696,2.0272107685191494
1399,4BCP,2UZN,1.5111309658392837,0.8030325854741717
1400,3QTX,3DOG,2.066060065710083,1.772832084547208
1401,2WIP,4CFM,0.8223191041748388,0.4487630618871002
1402,4FKG,1OIY,1.5615625396433503,1.1476855365948855
1403,3RPR,2R3K,1.3144419620667132,0.46984798073419465
1404,1KE6,5K4J,1.7336978980130313,1.4122386692140707
1405,3RKB,1PXK,0.7674939739177106,0.2194976081874246
1406,4BCN,3R8V,1.8483922844020522,1.6357426884620767
1407,4EOO,3QTW,1.6540368599914956,1.2689087612765722
1408,4EOO,3S0O,1.5191315135812158,0.5531898408322404
1409,4EOO,4BCQ,1.9614413478153099,1.6094179354378684
1410,3R83,1KE5,1.3950452830543356,0.4925296381380961
1411,3RK5,5ANG,1.017927200056755,0.512648758898332
1412,4EOK,2R3I,0.9302924922905277,0.4415376541134403
1413,4EOJ,1W0X,1.3778387885644412,1.0480289663390576
1414,5ANG,1DI8,1.49176255659288,0.8680306341473109
1415,3R7E,2EXM,0.7891814221541019,0.21056685399178976
1416,1DM2,1B38,1.30581104181389,1.0641019964380896
1417,4D1X,3R73,1.330496426878135,0.4756204560169991
1418,3EOC,2W1H,1.1477134493264014,0.7712010924525459
1419,4EK6,2R3N,0.5173707822401545,0.26724974943192853
1420,4EK6,3QTZ,0.9810119445216342,0.4805695579205982
1421,3R7V,2EXM,0.9404282889549139,0.2927075576163248
1422,3DOG,4D1Z,2.486300559804508,2.9178668823058285
1423,1PXN,4EZ3,1.0019819318064904,0.6420190374470564
1424,4FKJ,1VYW,2.1184891497899576,1.7725400559648856
1425,3QQH,2BHH,1.6573065450830151,1.2455217029421852
1426,5IEX,4FKS,0.6336184189912378,0.2753833691420013
1427,2W1H,3LFQ,1.077915766653406,1.0407190890063571
1428,3RAL,3QQF,0.83264204493888,0.6312592177544816
1429,2C5V,5CYI,1.2090202214327654,0.5778909145253184
1430,2C5V,2WXV,1.7824442260007516,1.3991056837443387
1431,3QXP,2C68,1.0444447300444613,0.5308237832735914
1432,4EOL,2XMY,1.2824341672938318,0.9886398484787069
1433,4EOL,3RAH,1.7071054341822693,1.0359995173744052
1434,2UZN,3QQF,0.7777039205634119,0.3085544927561416
1435,1KE9,5JQ5,1.2242266862723763,0.7221607623421994
1436,3QU0,1H0V,1.0537410411567836,0.5046140852176049
1437,3R73,3QQH,0.7872467800846334,0.5546931584218429
1438,2WEV,4II5,2.6068489532215473,2.5917425026418033
1439,3EJ1,1G5S,1.848593945075687,1.7796376386781667
1440,4EZ3,3QZH,0.6792754595891127,0.7623920415376861
1441,4NJ3,1PXO,1.0934754473942496,0.7351219853421157
1442,3RAK,2BTS,1.1793903679443887,0.8260339648653141
1443,1FVV,1H1R,1.1791759433024223,0.6171402522191298
1444,5LMK,2G9X,0.9695274885326398,0.32333032644649917
1445,3QXO,3R7I,0.5816649808953605,0.1255300760774091
1446,3R71,4ACM,1.5059435508991108,0.6468850537207304
1447,2C6O,3RPV,0.8978417574542694,0.5359851677052256
1448,2C68,3R9H,1.6298171431175952,0.5147928385930275
1449,2C68,3QQL,1.5431638259595124,0.734451325820847
1450,3MY5,3QTW,1.767702280629059,1.4476770185369388
1451,4CFW,3NS9,2.818954188043097,1.773846667556134
1452,2A0C,2R3I,1.5943146982772434,0.4682762005483509
1453,3R1Q,5AND,0.2909487354615357,0.28258420573934007
1454,3RM7,4NJ3,1.8272467967177033,1.802872479259304
1455,4FKW,3RPY,1.3209207071985372,0.48981348491032684
1456,2IW8,4CFU,0.9175157995501999,0.6697521100294417
1457,2IW8,3IGG,1.4078743622923178,1.3693719102462367
1458,2I40,3QWK,1.3274806495764826,0.935440270674723
1459,5ANI,3RKB,1.4074969849743426,0.5635376777871324
1460,2C6M,3QTU,1.4744828199090338,0.7673051425724849
1461,3R9O,3TI1,1.2346667210579187,0.3751603293623585
1462,3S0O,2R3K,0.948101733228942,0.36398096496539867
1463,3EID,4FX3,0.8910377456376037,0.5029597399394902
1464,5FP6,3QL8,1.0891387652636368,0.5595740727170467
1465,5FP6,2J9M,0.9620003856212762,0.7022635850285438
1466,5A5J,5X24,3.061397883320624,1.7734816040771333
1467,5A5J,5W0C,3.4513744739247376,2.2936258413263486
1468,5A5J,1R9O,0.8505171955933636,0.28619661074163705
1469,5W0C,5X24,2.582578146046075,1.4382768098729055
1470,5W0C,5A5J,1.1558391938048667,0.8960786098328648
1471,5W0C,1R9O,0.627999323248043,0.5509618861591062
1472,5X24,5A5J,2.3888443970236923,1.5028907700384175
1473,5X24,5W0C,3.4162587661719668,2.6280436957300894
1474,5X24,1R9O,2.961424715191997,1.3869827864829465
1475,1R9O,5X24,2.8444736897058074,1.28692831968218
1476,1R9O,5A5J,1.3233540358156577,0.9509476559960827
1477,1R9O,5W0C,2.889344366871206,2.056026710267484
1478,3KRL,3KRJ,1.5364461563965695,0.48532295948162185
1479,3KRL,4R7H,1.4186955757634008,0.8796650432041134
1480,3KRL,2I1M,1.2137631725598286,1.0449204867019368
1481,3KRL,4HW7,1.3026880470347935,0.44774620787525
1482,3KRL,4R7I,1.314288481240146,0.48464821751126036
1483,3KRL,2I0V,0.7902324347209215,0.4821075260423413
1484,4R7I,3DPK,1.6669391175862216,1.0463850470389315
1485,4R7I,3BEA,1.774075368118476,1.0547567578270445
1486,4R7I,3KRJ,1.6477167990889696,0.641145069387576
1487,4R7I,4R7H,0.6465560687210351,0.2823292994595734
1488,4R7I,2I1M,1.5581045179604893,0.62474408093768
1489,4R7I,3LCD,4.00827472538916,2.236258426479372
1490,4R7I,4HW7,0.47477360291614146,0.28151277847452044
1491,4R7I,3KRL,1.6761063670219227,0.7460659320730303
1492,4R7I,2I0V,1.62866313476955,0.7631007651534484
1493,2I0Y,3KRJ,0.9771638459430342,0.8501676305294148
1494,2I0Y,4R7H,2.3690455709908145,1.172114684377486
1495,2I0Y,3LCO,1.7967011021799681,1.209831881634048
1496,2I0Y,3LCD,5.969025933438336,5.208667339593252
1497,2I0Y,4HW7,1.9648084206863525,1.1719262277691935
1498,2I0Y,4R7I,1.8727679093003657,1.0942753102146892
1499,2I0Y,3KRL,0.8221761918689876,0.8502711332275135
1500,2I0Y,2I0V,0.7642145269080238,0.6874908830564328
1501,3BEA,3DPK,0.5771784479554948,0.7096812161607691
1502,3BEA,3KRJ,1.150923828294725,1.0025297093761452
1503,3BEA,4R7H,1.838704088343145,1.2197235901480457
1504,3BEA,2I1M,0.8749932670548413,0.6300765826469038
1505,3BEA,3LCO,1.8997038091502583,1.2801538579405214
1506,3BEA,3LCD,2.643142982044182,1.8058900506398499
1507,3BEA,4HW7,1.8834788344974835,1.1998312381330964
1508,3BEA,4R7I,1.776078804557951,1.1489867275125507
1509,3BEA,3KRL,1.2549236294649464,1.1834938952102796
1510,3BEA,2I0V,1.044339239331986,0.944370916839051
1511,3LCO,3DPK,1.5051640234119792,1.0457104688274783
1512,3LCO,3BEA,1.7853451986271083,1.1007704877342355
1513,3LCO,3KRJ,1.4124557571204785,0.6922175958468547
1514,3LCO,4R7H,0.7264719715334714,0.509812010170696
1515,3LCO,2I1M,1.4803210452664728,0.7661985527408816
1516,3LCO,3LCD,3.684813867116508,2.1852357710324988
1517,3LCO,4HW7,0.9082185038559105,0.5956999034748951
1518,3LCO,4R7I,0.7222706017983997,0.4724666414390829
1519,3LCO,3KRL,1.7692040169687993,0.6482169389949628
1520,3LCO,2I0V,1.4867564683889207,0.7513451746225374
1521,3LCD,3DPK,0.8131692057271089,0.6370156199026837
1522,3LCD,3BEA,0.6959867844770237,0.6656469463182846
1523,3LCD,3KRJ,0.8795050028282956,0.5532370649188285
1524,3LCD,4R7H,5.517623362412882,5.030340445735259
1525,3LCD,3LCO,3.343139269582435,1.9374126001792527
1526,3LCD,4R7I,6.666905320227083,6.217027057806649
1527,3LCD,3KRL,0.919662904081086,0.8853846621666762
1528,4R7H,3DPK,1.6979476799387914,1.153444159277522
1529,4R7H,3BEA,1.8508612830599798,1.2009652714934491
1530,4R7H,3KRJ,1.6616955853557547,0.6504168593364495
1531,4R7H,2I1M,1.5678911462029064,0.6971126816441451
1532,4R7H,3LCO,0.7375348753162067,0.6124645114435434
1533,4R7H,3LCD,3.6293930798695704,2.103282933891682
1534,4R7H,4HW7,0.37370077499353577,0.2768824660392927
1535,4R7H,4R7I,0.4785135872308714,0.3200649933997783
1536,4R7H,3KRL,1.6533589255942296,0.886894370824395
1537,4R7H,2I0V,1.474464699707976,0.7833593045340054
1538,4HW7,3DPK,1.739991255330742,1.1696917739959731
1539,4HW7,3BEA,1.7291835610711743,1.2094696496123138
1540,4HW7,4R7H,0.624252679740556,0.25151824699498176
1541,4HW7,2I1M,1.573939402868623,0.719740609841174
1542,4HW7,3LCO,0.7700481303638904,0.5097709725400654
1543,4HW7,4R7I,0.7144791587964132,0.30711903229855314
1544,4HW7,3KRL,1.5422900605169025,0.5810540231146988
1545,4HW7,2I0V,1.4386227952020643,0.7051231570914878
1546,2I0V,3DPK,1.930903133280476,1.8143873746955324
1547,2I0V,3BEA,1.774174751647288,1.3927382381481455
1548,2I0V,3KRJ,0.4342522874785206,0.32469216190108424
1549,2I0V,4R7H,1.3960339843344312,0.5929447314425308
1550,2I0V,2I1M,1.52136359650515,1.246067213275432
1551,2I0V,3LCO,1.301782823825911,0.6751872674701782
1552,2I0V,3LCD,3.599212111637963,2.749837389131704
1553,2I0V,4R7I,1.4425589881677057,0.5158190897333417
1554,3KRJ,3DPK,1.9193008764853967,1.5563546964546575
1555,3KRJ,3BEA,1.654991096626967,1.2890389443302321
1556,3KRJ,4R7H,1.3855354787640435,0.5770501133639379
1557,3KRJ,2I1M,1.3602941836437608,1.1878077946969607
1558,3KRJ,3LCO,1.1463296178923157,0.5829253335071689
1559,3KRJ,4HW7,1.2093473178751417,0.4900555524065045
1560,3KRJ,4R7I,1.2898028572599871,0.46760188869998104
1561,3KRJ,3KRL,0.9914501651621225,0.4067359755986106
1562,3KRJ,2I0V,0.6256407830221195,0.3185317357292157
1563,2I1M,3BEA,1.004306452508123,0.5417204075904841
1564,2I1M,3KRJ,1.0851708746370288,0.6673471360543927
1565,2I1M,4R7H,2.340982915358418,1.141485435737137
1566,2I1M,3LCO,1.6661669630733917,1.029545928155621
1567,2I1M,3LCD,2.6089960909445806,1.7955954444139135
1568,2I1M,3KRL,0.990425452481446,0.9201931474269026
1569,2I1M,2I0V,1.0143020336096222,0.8344049205443193
1570,3DPK,3BEA,0.5714685181542192,0.3372080465627512
1571,3DPK,3KRJ,1.9018395000964154,1.2684643767169812
1572,3DPK,4R7H,1.9735589713797543,1.088643549458581
1573,3DPK,2I1M,0.8665470089671998,0.6592654557736748
1574,3DPK,3LCD,5.401685738189449,4.651022195339263
1575,3DPK,4HW7,1.704094552621658,1.1305835297080258
1576,3DPK,3KRL,1.4402174773354448,1.3952603102408287
1577,3DPK,2I0V,1.4199699513689357,1.3709364500223928
1578,1LRU,1G27,0.932177816198529,0.304939666163654
1579,1LRU,3K6L,0.9710942117452392,0.4169711221015985
1580,1LRU,1ICJ,0.8285251695161344,0.5639669021021232
1581,1LRU,1BSK,1.0268986502269042,0.3233745506374942
1582,1LRU,2AI8,0.4638925282625027,0.4641623792227373
1583,1BS4,1G27,0.6726817936101331,0.4199695876435038
1584,1BS4,3K6L,0.8343891637573829,0.6178899578403894
1585,1BS4,1BSK,0.6425181292319717,0.5451732140644235
1586,1BS4,1G2A,0.7031271973619729,0.39894412724925116
1587,1BS4,2AI8,0.1858841734143227,0.1601735665725518
1588,2AI8,1G27,0.7236985470183851,0.35727953575130345
1589,2AI8,3K6L,1.0031562230116458,0.6056668924544116
1590,2AI8,1ICJ,0.567087794142195,0.30510375284483215
1591,2AI8,1BSK,0.7542057523194073,0.45850157285192905
1592,2AI8,1G2A,0.7835514603962581,0.29472751431162175
